date,monetary_gold_mn_sar,sdr_mn_sar,imf_reserve_position_mn_sar,foreign_currency_deposits_mn_sar,foreign_securities_mn_sar,total_reserves_mn_sar
2006-11-30,756.0,2403.75,3427.5,208663.25,610960.0,826210.5
2006-12-31,756.0,2400.0,3420.0,214509.0,625667.0,846752.0
2007-01-31,756.0,2377.5,3386.25,189387.5,652476.0,848383.25
2007-02-28,756.0,2445.0,3408.75,188942.0,665156.0,860707.75
2007-03-31,756.0,2456.25,3037.5,210511.75,677895.0,894656.5
2007-04-30,756.0,2478.75,3037.5,208746.25,689334.0,904352.5
2007-05-31,756.0,2505.0,3015.0,194220.0,720492.0,920988.0
2007-06-30,756.0,2508.75,3022.5,162573.25,723955.0,892815.5
2007-07-31,756.0,2535.0,3052.5,184437.0,769221.0,960001.5
2007-08-31,756.0,2580.0,3045.0,170646.0,771295.0,948322.0
2007-09-30,756.0,2621.25,3093.75,201189.75,779187.0,986847.75
2007-10-31,756.0,2647.5,2835.0,217723.5,810475.0,1034437.0
2007-11-30,756.0,2722.5,2812.5,257082.5,822826.0,1086199.5
2007-12-31,756.0,2703.75,2741.25,349386.25,790559.0,1146146.25
2008-01-31,756.0,2730.0,2767.5,399938.0,806767.0,1212958.5
2008-02-29,1624.0,2790.0,2793.75,392339.0,858258.0,1257804.75
2008-03-31,1624.0,2850.0,2827.3875000000003,380467.0,926254.0,1314022.3875
2008-04-30,1624.0,2812.5,2715.0,344043.5,982830.0,1334025.0
2008-05-31,1624.0,2838.75,3135.0,331825.25,1032621.0,1372044.0
2008-06-30,1624.0,2861.25,3157.5,304622.75,1118475.0,1430740.5
2008-07-31,1624.0,2838.75,3135.0,379869.25,1132360.0,1519827.0
2008-08-31,1624.0,2782.5,2936.25,402970.5,1167798.0,1578111.25
2008-09-30,1624.0,2760.0,2913.75,468794.0,1165415.0,1641506.75
2008-10-31,1624.0,2636.25,2782.5,488999.75,1172719.0,1668761.5
2008-11-30,1624.0,2662.5,5013.75,501106.5,1169091.0,1679497.75
2008-12-31,1624.0,2756.25,5190.0,496172.75,1154247.0,1659990.0
2009-01-31,1624.0,2696.25,5493.75,470304.75,1154356.0,1634474.75
2009-02-28,1624.0,2640.0,5351.25,470341.0,1122238.0,1602194.25
2009-03-31,1624.0,2692.5,5400.0,434139.5,1114577.0,1558433.0
2009-04-30,1624.0,2696.25,6382.5,403909.75,1102031.0,1516643.5
2009-05-31,1624.0,2793.75,6600.0,390408.25,1098908.0,1500334.0
2009-06-30,1624.0,2803.125,7489.162499999999,368826.875,1094035.0,1474778.1625
2009-07-31,1624.0,2805.0,7492.5,342007.0,1096511.0,1450439.5
2009-08-31,1624.0,33247.5,7555.875,312370.5,1097173.0,1451970.875
2009-09-30,1624.0,41411.25,7642.5,322987.75,1071156.0,1444821.5
2009-10-31,1624.0,41555.4375,7670.865000000001,352421.5625,1073847.0,1477118.865
2009-11-30,1624.0,42093.75,7770.0,350631.25,1075144.0,1477263.0
2009-12-31,1624.0,40980.0,7564.0,416196.0,1071542.0,1537906.0
2010-01-31,1624.0,40629.825000000004,7498.62,423561.175,1079822.0,1553135.62
2010-02-28,1624.0,40068.525,7394.355,419083.475,1103239.0,1571409.355
2010-03-31,1624.0,39693.6,7325.1375,401116.4,1126127.0,1575886.1375
2010-04-30,1624.0,39507.15,7290.8175,379539.85,1141183.0,1569144.8175
2010-05-31,1624.0,38547.825,7113.31125,374029.175,1155104.0,1576418.31125
2010-06-30,1624.0,38660.700000000004,7135.36125,381633.3,1150106.0,1579159.36125
2010-07-31,1624.0,39650.85,7326.52125,388179.15,1144520.0,1581300.52125
2010-08-31,1624.0,39405.825,7280.1525,392530.175,1150487.0,1591327.1524999999
2010-09-30,1624.0,40640.549999999996,7508.268749999999,391152.45,1158769.0,1599694.26875
2010-10-31,1624.0,40753.2375,7583.535,426444.7625,1151703.0,1628108.5350000001
2010-11-30,1624.0,39567.3,7361.546249999999,436645.7,1158961.0,1644159.5462500001
2010-12-31,1624.0,39921.975000000006,7430.3025,438370.025,1181916.0,1669262.3025
2011-01-31,1624.0,40439.924999999996,9878.92125,452038.4,1197077.0,1701058.24625
2011-02-28,1624.0,40731.149999999994,10096.664999999999,424792.1,1221352.0,1698595.915
2011-03-31,1624.0,41048.962499999994,10860.322499999998,462552.0,1246140.0,1762225.285
2011-04-30,1624.0,41601.75,11154.27375,469423.0,1267019.0,1790822.02375
2011-05-31,1624.0,41025.225,14421.975,487793.3,1293833.0,1838697.5
2011-06-30,1624.0,40989.1125,14419.09875,502093.5,1326567.8,1885693.51125
2011-07-31,1624.0,40471.65,15996.83625,498144.9,1344677.8,1900915.18625
2011-08-31,1624.0,40633.23,16100.482500000002,500041.6,1355225.8,1913625.1125
2011-09-30,1624.0,39427.875,17087.482500000002,532196.6,1385194.5,1975530.4575
2011-10-31,1624.0,39977.287500000006,17353.15875,534071.2,1389364.5,1982390.14625
2011-11-30,1624.0,39126.225,16977.405,537428.9,1411059.5,2006216.03
2011-12-31,1624.0,38600.2875,18233.291250000002,556608.9,1424988.8,2040055.27875
2012-01-31,1624.0,38324.587499999994,18421.05375,575510.1,1433912.8,2067792.54125
2012-02-29,1624.0,38436.075000000004,18479.7225,623272.9,1433550.8,2115363.4975
2012-03-31,1624.0,38119.0875,18928.368749999998,634273.8,1443440.6,2136385.85625
2012-04-30,1624.0,38102.2125,20567.31,636328.0,1478758.0,2175379.5225
2012-05-31,1624.0,37118.27,20032.91,674986.3,1486582.0,2220343.48
2012-06-30,1624.0,37084.0125,20129.579999999998,670294.1,1521496.0,2250627.6925
2012-07-31,1624.0,36819.0,20007.0,652469.3,1558500.0,2269419.3
2012-08-31,1624.0,37158.3,20188.8,651877.7,1590972.0,2301820.8
2012-09-30,1624.0,37435.05,20456.41875,637149.7,1633372.0,2330037.16875
2012-10-31,1624.0,37366.9,20435.0,679398.2,1645356.0,2384180.1
2012-11-30,1624.0,37230.9,21081.423749999998,695681.8,1654539.9,2410158.0237499997
2012-12-31,1624.0,36973.725,21110.7075,737281.7,1665161.9,2462152.0324999997
2013-01-31,1623.5026203900002,37080.08039377687,20624.109301499175,692948.12131401,1730462.1697473798,2482737.9833770557
2013-02-28,1623.5026203900002,35507.906134462726,20269.38864441979,642154.71509795,1768418.4513834598,2467973.9638806824
2013-03-31,1623.5026203900002,35113.87650597615,20044.460155340028,672139.4624860601,1790403.4252087697,2519324.726976536
2013-04-30,1623.5026203900002,35438.97534226515,20470.215844871553,678756.2871804599,1802402.01292752,2538690.9939155066
2013-05-31,1623.5026203900002,35196.85841843194,19292.5994154894,656493.45410487,1857487.61877268,2570094.0333318613
2013-06-30,1623.5026203900002,35346.21557099119,19670.71908434985,638228.17934847,1895903.81312254,2590772.429746741
2013-07-31,1623.5026203900002,35572.739091998395,19878.5352730503,632016.66429888,1904025.0849989098,2593116.526283229
2013-08-31,1623.5026203900002,35588.4284269254,19885.6219077516,648471.7120085701,1917124.5445600802,2622693.8095237175
2013-09-30,1623.5026203900002,36029.967860570396,20207.128182537603,651781.1130436601,1928329.43624956,2637971.1479567178
2013-10-31,1623.5026203900002,36252.14890455832,20064.8972212863,701388.16451517,1931859.57205358,2691188.2853149846
2013-11-30,1623.5026203900002,36059.810130978716,19240.388932564536,710785.1303842199,1941364.8853434399,2709073.717411593
2013-12-31,1623.5026203900002,36172.320139725,19353.839510775,716613.68908723,1947704.4963771398,2721467.8477352597
2014-01-31,1623.5026203900002,36036.9414923175,18966.008330340752,697268.94607899,1972753.8565538498,2726649.255075888
2014-02-28,1623.5026203900002,36351.395394835505,18427.055941415252,671892.31860408,1993026.5049806098,2721320.7775413305
2014-03-31,1623.5026203900002,36309.81469828073,18921.83208845299,676487.6417187,2017911.9002498798,2751254.6913757036
2014-04-30,1623.5026203900002,36404.93059989149,19036.382473960086,677963.79509538,2031404.54554047,2766433.1563300914
2014-05-31,1623.5026203900002,36200.38928705142,18552.491789582175,667191.04807762,2053895.28236869,2777462.7141433335
2014-06-30,1623.5026203900002,36320.50816878431,18614.052027220838,649526.14483567,2077788.2073816499,2783872.415033715
2014-07-31,1623.5026203900002,35977.952741748195,18040.30827570304,662082.6057052999,2065078.4910509,2782802.860393171
2014-08-31,1623.5026203900002,35677.73601047895,17574.814533710174,659234.5120067699,2082830.0908960097,2796940.656067359
2014-09-30,1623.5026203900002,34836.53489535945,17160.439765663425,665177.27160409,2074611.06310149,2793408.811986993
2014-10-31,1623.5026203900002,34736.67163448633,16781.117662225613,700809.5282637799,2030270.95207806,2784221.772258942
2014-11-30,1623.5026203900002,34407.529999987506,16198.429999987498,684223.91960863,2040046.31206699,2776499.6942959847
2014-12-31,1623.5026203900002,34044.6,14703.3,702295.70742678,1993656.9458590401,2746324.05590621
2015-01-31,1623.5026203900002,33128.1500025,14307.4700025,676852.95270776,2028461.5063237099,2754373.5816568597
2015-02-28,1623.5026203900002,33073.22,13786.459999999997,610011.7938501801,2020076.1482693101,2678571.12473988
2015-03-31,1623.5026203900002,32411.7367405,12075.854372400001,608081.1108254099,1963277.8431659502,2617470.0477246502
2015-04-30,1623.5026203900002,33043.8417338,12220.705819100001,574574.7391721801,1952652.2911621,2574115.08050757
2015-05-31,1623.5026203900002,32671.125552299996,12082.4195007,572576.61143759,1929926.97217304,2548880.63128402
2015-06-30,1623.5026203900002,33255.450068599996,11939.130444400002,665135.87717379,1821197.59723302,2533151.5575401997
2015-07-31,1623.5026203900002,32978.9508241,11839.863691400002,718811.5570935701,1742671.1757495701,2507925.04997903
2015-08-31,1623.5026203900002,33195.19,12190.82,677981.33653021,1758538.8010868798,2483529.6502374797
2015-09-30,1623.5026203900002,33193.804675800005,11717.603239600001,735747.73437616,1672247.15000226,2454529.79491421
2015-10-31,1623.5026203900002,34037.3083791,11660.328774200001,786180.2311001399,1596354.77415239,2429856.14502622
2015-11-30,1623.5026203900002,33436.23876,11289.5417362,748876.995189,1588030.41742763,2383256.69573322
2015-12-31,1623.5026203900002,33766.73,11230.16,763905.5706119599,1501041.48956548,2311567.45279783
2016-01-31,1623.5026203900002,33639.3,11187.79,723346.62543952,1487822.1231983101,2257619.3412582204
2016-02-29,1623.5026203900002,29766.2,7638.72,706195.9014346801,1477242.9704311201,2222467.29448619
2016-03-31,1623.5026203900002,30358.9,7790.4,705414.9333040799,1456377.78043892,2201565.51636339
2016-04-30,1623.5026203900002,30541.15,7725.23,693222.70302263,1444536.6304578201,2177649.21610084
2016-05-31,1623.5026203900002,30230.24,7646.46,744676.16903357,1395570.3994946298,2179746.77114859
2016-06-30,1623.5026203900002,29765.02,7624.45,721445.62750168,1378171.9788363401,2138630.5789584103
2016-07-31,1623.50262,28603.83,7594.69,700576.53204857,1382800.05441995,2121198.6090885196
2016-08-31,1623.50262,28623.86,7599.94,663495.99937608,1404466.27227127,2105809.57426735
2016-09-30,1623.50262,28654.07,7555.62,649181.14780212,1391193.85695587,2078208.19737799
2016-10-31,1623.50262,28203.11,7436.71,599325.2614161801,1400521.93349476,2037110.51753094
2016-11-30,1623.50262,27791.04,7327.98,597092.95207251,1382815.82200241,2016651.29669492
2016-12-31,1623.5026203900002,27600.59,7276.93,613767.9719594299,1358970.34940399,2009239.34398381
2017-01-31,1623.5026203900002,27898.31,7355.42,585869.9709419099,1341954.92301391,1964702.12657621
2017-02-28,1623.5026203900002,27797.78,7168.8,565116.29642945,1326105.17393155,1927811.5529813902
2017-03-31,1623.5026203900002,27858.45,7184.4,567081.4985602701,1303716.6461624498,1907464.49734311
2017-04-30,1623.5026203900002,28148.48,7259.47,567379.23233094,1271553.9157303001,1875964.60068163
2017-05-31,1623.5026203900002,28136.14,7256.0,584417.5089483,1249928.08988098,1871361.2414496702
2017-06-30,1623.5026203900002,28552.09,7363.3,582200.48515816,1262526.0876546102,1882265.4654331603
2017-07-31,1623.5026203900002,28858.37,7442.25,574687.28372499,1241892.58133186,1854503.98767724
2017-08-31,1623.5026203900002,29120.8,7147.0,549721.65831414,1241133.1826423302,1828746.1435768602
2017-09-30,1623.5026203900002,29019.4,7122.0,556024.38980969,1225791.4875693999,1819580.77999948
2017-10-31,1623.5026203900002,28887.12,6815.85,582638.7782223199,1230281.67204098,1850246.9228836899
2017-11-30,1623.5026203900002,29133.35,6093.38,583907.21962399,1233346.5212899,1854103.97353428
2017-12-31,1623.5026203900002,29312.72,5775.76,585222.22503598,1239653.45106874,1861587.65872511
2018-01-31,1623.5026203900002,30570.89,5824.3,596860.8302129699,1219500.32077147,1854379.8436048299
2018-02-28,1623.5026203900002,30335.23,5746.86,593629.60538763,1195888.70709406,1827223.9051020802
2018-03-31,1623.5026203900002,30775.23,5778.57,605552.9417474499,1206463.68489533,1850193.9292631699
2018-04-30,1623.5026203900002,30440.07,5709.82,641466.63084496,1220374.41411394,1899614.43757929
2018-05-31,1623.5026203900002,29987.29,5571.16,651655.94330203,1203329.7610625501,1892167.65698497
2018-06-30,1623.5026203900002,29773.92,5531.52,659935.80522021,1202955.1285971,1899819.8764377
2018-07-31,1623.5026203900002,29745.76,5459.5,650923.16818693,1191551.56389753,1879303.49470485
2018-08-31,1623.5026203900002,29672.71,5979.13,691472.1738975401,1182131.57914204,1910879.0956599703
2018-09-30,1623.5026203900002,30076.3,5952.91,659613.47008048,1204764.57587296,1902030.7585738301
2018-10-31,1623.5026203900002,29793.54,6622.57,656036.98085125,1198148.65920398,1892225.25267562
2018-11-30,1623.5026203900002,29819.6,6627.82,654752.4617540301,1198581.80730046,1891405.1916748802
2018-12-31,1623.5026203900002,30333.3881,6189.99,625756.83080877,1198305.25379785,1862208.96532701
2019-01-31,1623.5026203900002,30549.39549,6234.072047000001,607469.32292728,1191464.38727891,1837340.6803635801
2019-02-28,1623.5026203900002,30495.52,7793.1045,560734.6314901899,1216594.64190707,1817241.40051765
2019-03-31,1623.5026203900002,30283.427626,7582.7264725,607251.61321264,1226538.5601959198,1873279.8301274497
2019-04-30,1623.5026203900002,32817.7280515,8340.1265815,636978.88649085,1214310.8232663202,1894071.06701056
2019-05-31,1623.5026203900002,31448.3385894,7989.570093,714305.6335394799,1183710.6286951,1939077.67353737
2019-06-30,1623.5026203900002,31980.936717,8062.212051,701211.4145209399,1183560.33444538,1926438.40035471
2019-07-31,1623.5026203900002,31547.322654,8847.417133119401,664248.35550931,1181766.67337228,1888033.2712890995
2019-08-31,1623.5026203900002,31243.0649775182,8801.92612874344,673798.92640766,1189330.35530519,1904797.7754395017
2019-09-30,1623.5024758099999,31036.3067244264,8769.540376005201,647238.8470859,1188536.44066229,1877204.6373244314
2019-10-31,1623.5024758099999,31402.496776381897,8873.01011144856,622172.01929812,1170674.67917576,1834745.7078375204
2019-11-30,1623.5024758099999,31294.2213696652,8425.051381691741,659231.60865066,1175095.17105119,1875669.554929017
2019-12-31,1623.5024758099999,31437.8618264398,9429.720957278068,637185.2442998299,1193734.22619669,1873410.5557560478
2020-01-31,1623.5024758099999,31280.7207145237,9382.58680914591,630021.9922431,1209579.77515646,1881888.5773990396
2020-02-29,1623.5024758099999,31137.9795896256,9339.98059422552,615038.3206478399,1207720.4961651799,1864860.2794726808
2020-03-31,1623.5024758099999,30913.205861976,9249.490519614,611634.4794760799,1121738.99135994,1775159.66969342
2020-04-30,1623.5024758099999,30062.482031568,11873.574002052,615483.9457785899,1023327.24532138,1682370.7496094
2020-05-31,1623.50247581,29751.2467228082,11865.4868097672,622873.338750292,1018784.01221694,1684897.58697562
2020-06-30,1623.50247581,30015.4489894049,11954.3764074875,602514.59413707,1032949.38984355,1679057.31185332
2020-07-31,1623.50247581,30453.4447132596,12076.4772671429,633285.83021296,1002523.98330593,1679963.23797511
2020-08-31,1623.50247581,30960.1509077581,12276.7001681379,635009.1261674,1020516.89165743,1700386.37137654
2020-09-30,1623.50247581,30712.7457329864,12178.5960225939,580149.95827432,1053837.81635411,1678502.61885982
2020-10-31,1623.50247581,30809.0429023766,12216.7809616521,552243.447010356,1077948.08384792,1674840.85719812
2020-11-30,1623.50247581,31206.2602398526,12373.4199654381,574855.7163666,1093545.77424039,1713604.6732881
2020-12-31,1623.50247581,31509.6243793474,13656.9968191304,545431.8529631,1108986.94520085,1701208.92183824
2021-01-31,1623.50247581,31521.045259042,13661.9468913935,532200.95913782,1108972.52772174,1687979.9814858
2021-02-28,1623.50247581,31611.0138215338,13477.9763042006,486008.7292703,1122146.61692512,1654867.83879696
2021-03-31,1623.50247581,30969.374376573,12993.6712194585,513633.36916715,1124329.26820144,1683549.18544043
2021-04-30,1623.50247581,31423.5890270042,13165.8932912806,489358.91895262,1117256.95630183,1652828.86004854
2021-05-31,1623.50247581,31571.2139072825,13245.5007679775,488088.74143396,1104820.33012422,1639349.28870925
2021-06-30,1623.54231183,31215.33323503012,14468.97828924284,515035.77625475,1117597.8942259909,1679941.4844808239
2021-07-31,1623.54231183,31238.7341724385,14479.8251270056,493893.75147934,1114471.16374861,1655706.9770032
2021-08-31,1623.54231183,82318.8927368962,14447.0411684808,475672.79489267,1131373.66130513,1705435.89257899
2021-09-30,1623.54231183,81430.7394155566,14445.669508518,511376.36431828,1136717.24787835,1745593.52359651
2021-10-31,1623.54231183,81698.3086126535,14493.1358120253,472775.46696095,1119943.20133997,1690533.61520141
2021-11-30,1623.54231183,80964.1320238635,14651.7908007875,525185.81574265,1119091.03574913,1741516.27679224
2021-12-31,1623.54231183,80782.5669931112,14618.9336234076,494048.76664738,1116565.04854785,1707638.81828756
2022-01-31,1623.54231183,80486.404574361,14557.5146891201,459765.17386681,1119054.95109905,1675487.54670515
2022-02-28,1623.54231183,80666.18962365571,14477.26964766329,442061.33002196,1116876.7868601244,1655705.0786292134
2022-03-31,1623.54231183,79946.1021291045,14347.96111177273,489775.19584338,1106906.6708242781,1692599.4323843454
2022-04-30,1623.54231183,77742.80784317815,14487.90401276322,501558.70718176995,1098345.5886502098,1693758.5101637312
2022-05-31,1623.54231183,78040.50028631999,14542.10640938,514687.49294553994,1084909.23911478,1693802.84123183
2022-06-30,1623.54231183,76834.04904720468,14514.01058694087,546616.0312588,1110519.600756011,1750107.1941247666
2022-07-31,1623.54231183,76205.23442099568,14395.22702346612,539737.7746114499,1108234.959123833,1740196.6976555549
2022-08-31,1623.54231183,75451.82675967475,14225.02402294365,517826.9824946,1106233.4680984193,1715360.8038514475
2022-09-30,1623.54231183,73975.27437690225,13946.64781897215,554360.68336733,1112340.916429517,1756247.0244685314
2022-10-31,1623.54231183,74404.9433896483,14237.95309486082,526623.1481913099,1123605.1601670606,1740494.7073186897
2022-11-30,1623.54231183,76302.78468750781,14526.7074842052,551957.4008087899,1125620.932089909,1770031.327546222
2022-12-31,1623.54231183,77306.27308987819,14710.14009037212,516695.23586594994,1114104.832567383,1724439.9840893932
2023-01-31,1623.54231183,78295.66010462388,14898.40452233592,560374.22387071,1060968.4219069716,1716160.2128804515
2023-02-28,1623.54231183,77250.20838084105,14872.19828313207,570142.3427898699,1033427.9101979407,1697316.1621275935
2023-03-31,1623.54231183,78380.78863937492,15089.85742130574,537322.9690618599,1012628.6093160838,1645045.7269144342
